Year,Month,Zone,Item,Manpower,Target,Sales
2026,April,Brahmanbaria Zone,Atta 25 kg,1,77760,"1,150.00"
2026,April,Brahmanbaria Zone,Atta 5 kg,7,77760,"985,048.00"
2026,April,Brahmanbaria Zone,Biryani Masala 40gm (C),3,77760,"3,550.00"
2026,April,Brahmanbaria Zone,Brown Atta 1 kg,8,77760,"269,325.00"
2026,April,Brahmanbaria Zone,Chicken Masala 100gm (C),1,77760,"1,627.96"
2026,April,Brahmanbaria Zone,Chickpeas Clean 1 Kg (C),1,77760,"2,300.00"
2026,April,Brahmanbaria Zone,Chinigura Premium 1 kg (T),8,77760,"2,027,395.00"
2026,April,Brahmanbaria Zone,Deshi Basmoti 5 Kg (T),2,77760,"9,800.00"
2026,April,Brahmanbaria Zone,Essential Miniket 10 kg(T),2,77760,"4,400.00"
2026,April,Brahmanbaria Zone,Essential Mustard Oil 16 Kg Tin,7,77760,"203,400.00"
2026,April,Brahmanbaria Zone,Essential Mustard Oil 8 Kg Tin,1,77760,"1,770.00"
2026,April,Brahmanbaria Zone,Essential Puffed Rice 400 Gm,6,77760,"33,912.00"
2026,April,Brahmanbaria Zone,Essentials Chili Powder 5 Kg,3,77760,"27,965.00"
2026,April,Brahmanbaria Zone,Essentials Turmeric Powder 5 Kg,3,77760,"37,560.00"
2026,April,Brahmanbaria Zone,Iodized Salt 1 kg,8,77760,"1,210,857.50"
2026,April,Brahmanbaria Zone,Iodized Salt 500gm,8,77760,"355,355.00"
2026,April,Brahmanbaria Zone,Katari Najir 10 kg (T),5,77760,"131,190.00"
2026,April,Brahmanbaria Zone,Katari Najir 5 kg (T),5,77760,"35,670.00"
2026,April,Brahmanbaria Zone,Lachcha Semai 200gm (C),3,77760,"34,998.00"
2026,April,Brahmanbaria Zone,Lentil Medium- 25 Kg (C),3,77760,"63,850.00"
2026,April,Brahmanbaria Zone,Maida 1 kg,8,77760,"217,002.00"
2026,April,Brahmanbaria Zone,Maida 25 kg (C),1,77760,"27,300.00"
2026,April,Brahmanbaria Zone,Meat Masala 100gm (C),2,77760,"3,862.16"
2026,April,Brahmanbaria Zone,Miniket 5 kg (T),3,77760,"8,455.00"
2026,April,Brahmanbaria Zone,Mustard Oil 5 Liter,5,77760,"35,840.00"
2026,April,Brahmanbaria Zone,Mustard Oil 8 Liter,2,77760,"4,730.00"
2026,April,Brahmanbaria Zone,Mustard oil 1000 ML,4,77760,"11,680.00"
2026,April,Brahmanbaria Zone,Mustard oil 200 ML,8,77760,"142,812.50"
2026,April,Brahmanbaria Zone,Mustard oil 250 ML,2,77760,"7,854.00"
2026,April,Brahmanbaria Zone,Mustard oil 500 ML,7,77760,"38,958.00"
2026,May,Agrabad Zone,Atta 1 kg,4,71280,"413,021.00"
2026,May,Agrabad Zone,Atta 2 kg,1,71280,"17,654.00"
2026,May,Agrabad Zone,Atta 25 kg,1,71280,"8,050.00"
2026,May,Agrabad Zone,Atta 5 kg,4,71280,"130,784.00"
2026,May,Agrabad Zone,Brown Atta 1 kg,4,71280,"187,587.00"
2026,May,Agrabad Zone,Chicken Masala 100gm (C),1,71280,"1,057.94"
2026,May,Agrabad Zone,Chinigura Premium 1 kg (T),4,71280,"223,040.00"
2026,May,Agrabad Zone,Essential Miniket 10 kg(T),1,71280,"1,760.00"
2026,May,Agrabad Zone,Essential Mustard Oil 16 Kg Tin,4,71280,"251,600.00"
2026,May,Agrabad Zone,Essential Mustard Oil 8 Kg Tin,4,71280,"84,960.00"
2026,May,Agrabad Zone,Iodized Salt 1 kg,4,71280,"56,407.50"
2026,May,Agrabad Zone,Iodized Salt 500gm,4,71280,"33,912.00"
2026,May,Agrabad Zone,Katari Najir 10 kg (T),3,71280,"8,100.00"
2026,May,Agrabad Zone,Katari Najir 5 kg (T),3,71280,"24,180.00"
2026,May,Agrabad Zone,Lachcha Semai 200gm (C),1,71280,"1,634.00"
2026,May,Agrabad Zone,Maida 1 kg,4,71280,"134,756.00"
2026,May,Agrabad Zone,Maida 25 kg (C),2,71280,"41,600.00"
2026,May,Agrabad Zone,Meat Masala 100gm (C),1,71280,"1,091.48"
2026,May,Agrabad Zone,Miniket 5 kg (T),2,71280,"1,780.00"
2026,May,Agrabad Zone,Mustard oil 1000 ML,3,71280,"60,702.00"
2026,May,Agrabad Zone,Mustard oil 200 ML,4,71280,"26,162.00"
2026,May,Agrabad Zone,Mustard oil 250 ML,2,71280,"15,405.00"
2026,May,Agrabad Zone,Mustard oil 500 ML,4,71280,"29,796.00"
2026,May,Agrabad Zone,Mustard oil 80 ML,4,71280,"23,134.50"
2026,May,Agrabad Zone,Premium Basmati 1 kg (T),1,71280,700.00
2026,May,Agrabad Zone,Premium katari Ghee Bhog 5 kg (T),3,71280,"22,275.00"
2026,May,Agrabad Zone,Red Lentil 1 kg,4,71280,"58,596.00"
2026,May,Agrabad Zone,Suji 500 g,4,71280,"108,003.00"
2026,May,Agrabad Zone,Tea LEAF 500 gm,1,71280,"4,620.00"
2026,May,Bagerhat Zone,Atta 1 kg,8,58320,"882,735.00"
2026,May,Bagerhat Zone,Atta 5 kg,1,58320,"1,220.00"
2026,May,Bagerhat Zone,Biryani Masala 40gm (C),3,58320,"3,300.00"
2026,May,Bagerhat Zone,Brown Atta 1 kg,6,58320,"67,203.00"
2026,May,Bagerhat Zone,Chinigura Premium 1 kg (T),8,58320,"429,590.00"
2026,May,Bagerhat Zone,Deshi Basmoti 5 Kg (T),6,58320,"144,550.00"
2026,May,Bagerhat Zone,Essential Miniket 10 kg(T),2,58320,"9,680.00"
2026,May,Bagerhat Zone,Essential Mustard Oil 16 Kg Tin,8,58320,"574,600.00"
2026,May,Bagerhat Zone,Essential Mustard Oil 8 Kg Tin,8,58320,"546,930.00"
2026,May,Bagerhat Zone,Essential Puffed Rice 400 Gm,1,58320,"5,616.00"
2026,May,Bagerhat Zone,Essentials Chili Powder 5 Kg,1,58320,"3,700.00"
2026,May,Bagerhat Zone,Essentials Turmeric Powder 5 Kg,1,58320,"3,100.00"
2026,May,Bagerhat Zone,Iodized Salt 1 kg,7,58320,"256,110.00"
2026,May,Bagerhat Zone,Iodized Salt 500gm,8,58320,"161,644.00"
2026,May,Bagerhat Zone,Katari Najir 10 kg (T),2,58320,"5,400.00"
2026,May,Bagerhat Zone,Katari Najir 5 kg (T),8,58320,"112,995.00"
2026,May,Bagerhat Zone,Lachcha Semai 200gm (C),3,58320,"22,762.00"
2026,May,Bagerhat Zone,Lentil Medium- 25 Kg (C),2,58320,"11,375.00"
2026,May,Bagerhat Zone,Lentil Small- 25 Kg (C),1,58320,"4,650.00"
2026,May,Bagerhat Zone,Maida 1 kg,6,58320,"70,918.00"
2026,May,Bagerhat Zone,Miniket 25 kg (C),1,58320,"2,125.00"
2026,May,Bagerhat Zone,Miniket 5 kg (T),7,58320,"69,420.00"
2026,May,Bagerhat Zone,Mustard Oil 5 Liter,4,58320,"20,720.00"
2026,May,Bagerhat Zone,Mustard Oil 8 Liter,1,58320,"19,080.00"
2026,May,Bagerhat Zone,Mustard oil 1000 ML,4,58320,"11,718.00"
2026,May,Bagerhat Zone,Mustard oil 200 ML,5,58320,"37,864.50"
2026,May,Bagerhat Zone,Mustard oil 250 ML,4,58320,"45,827.00"
2026,May,Bagerhat Zone,Mustard oil 500 ML,4,58320,"41,637.00"
2026,May,Bagerhat Zone,Mustard oil 80 ML,6,58320,"40,041.50"
2026,May,Bagerhat Zone,Premium Basmati 1 kg (T),5,58320,"13,300.00"
2026,May,Bagerhat Zone,Premium katari Ghee Bhog 5 kg (T),1,58320,495.00
2026,May,Bagerhat Zone,Red Lentil 1 kg,1,58320,228.00
2026,May,Bagerhat Zone,Roast Masala 35gm (C),1,58320,"4,601.00"
2026,May,Bagerhat Zone,Suji 200 g,6,58320,"18,928.00"
2026,May,Bagerhat Zone,Suji 500 g,7,58320,"62,641.00"
2026,May,Bagerhat Zone,Tea DUST 500 gm,3,58320,"15,795.00"
2026,May,Bagerhat Zone,Tea LEAF 500 gm,2,58320,"4,950.00"
2026,May,Barishal Zone,Atta 1 kg,9,190080,"1,158,801.00"
2026,May,Barishal Zone,Atta 2 kg,4,190080,"94,478.00"
2026,May,Barishal Zone,Atta 25 kg,1,190080,"3,450.00"
2026,May,Barishal Zone,Atta 5 kg,8,190080,"145,668.00"
2026,May,Barishal Zone,Biryani Masala 40gm (C),7,190080,"3,750.00"
2026,May,Barishal Zone,Brown Atta 1 kg,9,190080,"190,836.00"
2026,May,Barishal Zone,Chicken Masala 100gm (C),1,190080,"2,441.40"
2026,May,Barishal Zone,Chickpeas Clean 1 Kg (C),1,190080,"5,520.00"
2026,May,Barishal Zone,Chinigura Premium 1 kg (T),9,190080,"728,110.00"
2026,May,Barishal Zone,Deshi Basmoti 5 Kg (T),5,190080,"26,460.00"
2026,May,Barishal Zone,Essential Miniket 10 kg(T),3,190080,"13,200.00"
2026,May,Barishal Zone,Essential Mustard Oil 16 Kg Tin,9,190080,"962,200.00"
2026,May,Barishal Zone,Essential Mustard Oil 8 Kg Tin,9,190080,"284,970.00"
2026,May,Barishal Zone,Essentials Chili Powder 5 Kg,3,190080,"25,900.00"
2026,May,Barishal Zone,Essentials Turmeric Powder 5 Kg,2,190080,"23,265.00"
2026,May,Barishal Zone,Iodized Salt 1 kg,9,190080,"467,771.00"
2026,May,Barishal Zone,Iodized Salt 500gm,4,190080,"28,026.00"
2026,May,Barishal Zone,Katari Najir 10 kg (T),1,190080,900.00
2026,May,Barishal Zone,Katari Najir 5 kg (T),7,190080,"48,360.00"
2026,May,Barishal Zone,Lachcha Semai 200gm (C),2,190080,"12,388.00"
2026,May,Barishal Zone,Lentil Medium- 25 Kg (C),1,190080,"9,100.00"
2026,May,Barishal Zone,Lentil Small- 25 Kg (C),3,190080,"146,475.00"
2026,May,Barishal Zone,Maida 1 kg,9,190080,"84,488.00"
2026,May,Barishal Zone,Maida 25 kg (C),8,190080,"848,900.00"
2026,May,Barishal Zone,Meat Masala 100gm (C),2,190080,"2,770.68"
2026,May,Barishal Zone,Miniket 5 kg (T),9,190080,"67,640.00"
2026,May,Barishal Zone,Mustard Oil 5 Liter,7,190080,"93,540.00"
2026,May,Barishal Zone,Mustard Oil 8 Liter,5,190080,"27,030.00"
2026,May,Barishal Zone,Mustard oil 1000 ML,7,190080,"15,654.00"
2026,May,Barishal Zone,Mustard oil 200 ML,9,190080,"41,260.00"
2026,May,Barishal Zone,Mustard oil 250 ML,1,190080,474.00
2026,May,Barishal Zone,Mustard oil 500 ML,8,190080,"23,229.00"
2026,May,Barishal Zone,Mustard oil 80 ML,9,190080,"32,409.50"
2026,May,Barishal Zone,Premium katari Ghee Bhog 5 kg (T),2,190080,"4,950.00"
2026,May,Barishal Zone,Roast Masala 35gm (C),5,190080,"3,798.50"
2026,May,Barishal Zone,Suji 500 g,9,190080,"145,336.00"
2026,May,Barishal Zone,Tea DUST 500 gm,4,190080,"21,450.00"
2026,May,Barishal Zone,Tea LEAF 500 gm,2,190080,"7,920.00"
2026,May,Bhola Zone,Atta 1 kg,6,43200,"616,665.00"
2026,May,Bhola Zone,Atta 25 kg,2,43200,"9,200.00"
2026,May,Bhola Zone,Atta 5 kg,3,43200,"6,832.00"
2026,May,Bhola Zone,Biryani Masala 40gm (C),5,43200,"13,200.00"
2026,May,Bhola Zone,Brown Atta 1 kg,5,43200,"61,275.00"
2026,May,Bhola Zone,Chicken Masala 100gm (C),4,43200,"5,533.84"
2026,May,Bhola Zone,Chinigura Premium 1 kg (T),6,43200,"160,310.00"
2026,May,Bhola Zone,Essential Miniket 10 kg(T),2,43200,"6,160.00"
2026,May,Bhola Zone,Essential Mustard Oil 16 Kg Tin,6,43200,"1,397,400.00"
2026,May,Bhola Zone,Essential Mustard Oil 8 Kg Tin,5,43200,"235,410.00"
2026,May,Bhola Zone,Essential Puffed Rice 400 Gm,1,43200,486.00
2026,May,Bhola Zone,Essentials Chili Powder 5 Kg,2,43200,"9,250.00"
2026,May,Bhola Zone,Essentials Turmeric Powder 5 Kg,4,43200,"18,600.00"
2026,May,Bhola Zone,Iodized Salt 1 kg,5,43200,"235,776.00"
2026,May,Bhola Zone,Iodized Salt 500gm,1,43200,"11,250.00"
2026,May,Bhola Zone,Katari Najir 5 kg (T),4,43200,"12,090.00"
2026,May,Bhola Zone,Lachcha Semai 200gm (C),3,43200,"1,444.00"
2026,May,Bhola Zone,Lentil Medium- 25 Kg (C),2,43200,"93,275.00"
2026,May,Bhola Zone,Lentil Small- 25 Kg (C),2,43200,"76,725.00"
2026,May,Bhola Zone,Maida 1 kg,5,43200,"43,306.00"
2026,May,Bhola Zone,Maida 25 kg (C),1,43200,"1,300.00"
2026,May,Bhola Zone,Meat Masala 100gm (C),3,43200,"3,946.12"
2026,May,Bhola Zone,Miniket 25 kg (C),1,43200,"2,125.00"
2026,May,Bhola Zone,Miniket 5 kg (T),5,43200,"29,370.00"
2026,May,Bhola Zone,Mustard Oil 5 Liter,3,43200,"7,980.00"
2026,May,Bhola Zone,Mustard Oil 8 Liter,1,43200,"186,030.00"
2026,May,Bhola Zone,Mustard oil 1000 ML,4,43200,"15,402.00"
2026,May,Bhola Zone,Mustard oil 200 ML,6,43200,"30,371.50"
2026,May,Bhola Zone,Mustard oil 500 ML,4,43200,"18,816.00"
2026,May,Bhola Zone,Mustard oil 80 ML,6,43200,"46,878.50"
2026,May,Bhola Zone,Paijam 25 kg (C),1,43200,"1,515.00"
2026,May,Bhola Zone,Premium Basmati 1 kg (T),2,43200,"3,150.00"
2026,May,Bhola Zone,Red Lentil 1 kg,3,43200,"3,876.00"
2026,May,Bhola Zone,Roast Masala 35gm (C),5,43200,"5,296.50"
2026,May,Bhola Zone,Suji 200 g,1,43200,"22,960.00"
2026,May,Bhola Zone,Suji 500 g,6,43200,"170,570.00"
2026,May,Bhola Zone,Tea LEAF 500 gm,3,43200,"15,180.00"
2026,May,Bogura Zone,Atta 1 kg,6,90720,"264,894.00"
2026,May,Bogura Zone,Atta 5 kg,1,90720,"12,200.00"
2026,May,Bogura Zone,Biryani Masala 40gm (C),1,90720,150.00
2026,May,Bogura Zone,Brown Atta 1 kg,6,90720,"198,189.00"
2026,May,Bogura Zone,Chinigura Premium 1 kg (T),5,90720,"32,980.00"
2026,May,Bogura Zone,Essential Miniket 10 kg(T),1,90720,"3,520.00"
2026,May,Bogura Zone,Essential Puffed Rice 400 Gm,1,90720,"8,910.00"
2026,May,Bogura Zone,Iodized Salt 1 kg,6,90720,"421,777.50"
2026,May,Bogura Zone,Iodized Salt 500gm,5,90720,"234,523.00"
2026,May,Bogura Zone,Katari Najir 10 kg (T),1,90720,900.00
2026,May,Bogura Zone,Katari Najir 5 kg (T),1,90720,"6,045.00"
2026,May,Bogura Zone,Lachcha Semai 200gm (C),4,90720,"5,928.00"
2026,May,Bogura Zone,Lentil Medium- 25 Kg (C),3,90720,"97,825.00"
2026,May,Bogura Zone,Maida 1 kg,4,90720,"53,218.00"
2026,May,Bogura Zone,Meat Masala 100gm (C),2,90720,"2,938.60"
2026,May,Bogura Zone,Mustard Oil 5 Liter,1,90720,"1,160.00"
2026,May,Bogura Zone,Mustard oil 200 ML,3,90720,"3,746.50"
2026,May,Bogura Zone,Mustard oil 250 ML,1,90720,237.00
2026,May,Bogura Zone,Mustard oil 500 ML,1,90720,"1,560.00"
2026,May,Bogura Zone,Mustard oil 80 ML,5,90720,"10,520.50"
2026,May,Bogura Zone,Premium Basmati 1 kg (T),1,90720,"5,250.00"
2026,May,Bogura Zone,Red Lentil 1 kg,3,90720,"19,380.00"
2026,May,Bogura Zone,Suji 200 g,5,90720,"23,376.00"
2026,May,Bogura Zone,Suji 500 g,6,90720,"60,569.00"
2026,May,Brahmanbaria Zone,Atta 1 kg,8,87480,"2,637,891.00"
2026,May,Brahmanbaria Zone,Atta 2 kg,5,87480,"583,940.00"
2026,May,Brahmanbaria Zone,Atta 5 kg,8,87480,"1,078,480.00"
2026,May,Brahmanbaria Zone,Biryani Masala 40gm (C),6,87480,"29,000.00"
2026,May,Brahmanbaria Zone,Brown Atta 1 kg,8,87480,"395,352.00"
2026,May,Brahmanbaria Zone,Chicken Masala 100gm (C),1,87480,976.56
2026,May,Brahmanbaria Zone,Chinigura Premium 1 kg (T),8,87480,"1,253,803.00"
2026,May,Brahmanbaria Zone,Deshi Basmoti 5 Kg (T),2,87480,"14,210.00"
2026,May,Brahmanbaria Zone,Essential Miniket 10 kg(T),3,87480,"9,680.00"
2026,May,Brahmanbaria Zone,Essential Mustard Oil 16 Kg Tin,8,87480,"564,200.00"
2026,May,Brahmanbaria Zone,Essential Mustard Oil 8 Kg Tin,2,87480,"5,110.00"
2026,May,Brahmanbaria Zone,Essential Puffed Rice 400 Gm,6,87480,"40,986.00"
2026,May,Brahmanbaria Zone,Essentials Chili Powder 5 Kg,3,87480,"138,135.00"
2026,May,Brahmanbaria Zone,Essentials Turmeric Powder 5 Kg,4,87480,"133,345.00"
2026,May,Brahmanbaria Zone,Gram flour 500gm (C),1,87480,370.00
2026,May,Brahmanbaria Zone,Iodized Salt 1 kg,8,87480,"1,274,540.00"
2026,May,Brahmanbaria Zone,Iodized Salt 500gm,8,87480,"296,755.00"
2026,May,Brahmanbaria Zone,Katari Najir 10 kg (T),5,87480,"72,000.00"
2026,May,Brahmanbaria Zone,Katari Najir 5 kg (T),7,87480,"41,850.00"
2026,May,Brahmanbaria Zone,Lachcha Semai 200gm (C),4,87480,"37,772.00"
2026,May,Brahmanbaria Zone,Lentil Medium- 25 Kg (C),3,87480,"36,400.00"
2026,May,Brahmanbaria Zone,Lentil Small- 25 Kg (C),3,87480,"99,975.00"
2026,May,Brahmanbaria Zone,Maida 1 kg,8,87480,"238,006.00"
2026,May,Brahmanbaria Zone,Meat Masala 100gm (C),2,87480,"2,015.04"
2026,May,Brahmanbaria Zone,Miniket 5 kg (T),4,87480,"12,035.00"
2026,May,Brahmanbaria Zone,Mustard Oil 5 Liter,7,87480,"156,960.00"
2026,May,Brahmanbaria Zone,Mustard Oil 8 Liter,3,87480,"28,610.00"
2026,May,Brahmanbaria Zone,Mustard oil 1000 ML,4,87480,"20,194.00"
2026,May,Brahmanbaria Zone,Mustard oil 200 ML,8,87480,"125,730.50"
2026,May,Brahmanbaria Zone,Mustard oil 250 ML,4,87480,"11,435.00"
2026,May,Brahmanbaria Zone,Mustard oil 500 ML,8,87480,"58,656.00"
2026,May,Brahmanbaria Zone,Mustard oil 80 ML,7,87480,"80,030.00"
2026,May,Brahmanbaria Zone,Premium Basmati 1 kg (T),4,87480,"3,850.00"
2026,May,Brahmanbaria Zone,Premium katari Ghee Bhog 5 kg (T),5,87480,"261,360.00"
2026,May,Brahmanbaria Zone,Red Lentil 1 kg,3,87480,"11,970.00"
2026,June,Agrabad Zone,Atta 1 kg,4,71280,"281,784.00"
2026,June,Agrabad Zone,Atta 2 kg,1,71280,"1,757.50"
2026,June,Agrabad Zone,Atta 25 kg,1,71280,"2,350.00"
2026,June,Agrabad Zone,Atta 5 kg,3,71280,"106,248.00"
2026,June,Agrabad Zone,Brown Atta 1 kg,4,71280,"108,833.00"
2026,June,Agrabad Zone,Chicken Masala 100gm (C),1,71280,"4,150.38"
2026,June,Agrabad Zone,Chickpeas Clean 1 Kg (C),1,71280,"8,004.00"
2026,June,Agrabad Zone,Chinigura Premium 1 kg (T),4,71280,"197,540.00"
2026,June,Agrabad Zone,Essential Miniket 10 kg(T),1,71280,880.00
2026,June,Agrabad Zone,Essential Mustard Oil 16 Kg Tin,3,71280,"74,800.00"
2026,June,Agrabad Zone,Essential Mustard Oil 8 Kg Tin,3,71280,"40,710.00"
2026,June,Agrabad Zone,Essential Puffed Rice 400 Gm,1,71280,"1,404.00"
2026,June,Agrabad Zone,Iodized Salt 1 kg,3,71280,"45,613.50"
2026,June,Agrabad Zone,Iodized Salt 500gm,3,71280,"15,610.00"
2026,June,Agrabad Zone,Katari Najir 10 kg (T),1,71280,"4,500.00"
2026,June,Agrabad Zone,Katari Najir 5 kg (T),2,71280,"25,575.00"
2026,June,Agrabad Zone,Lachcha Semai 200gm (C),1,71280,380.00
2026,June,Agrabad Zone,Maida 1 kg,3,71280,"112,946.00"
2026,June,Agrabad Zone,Maida 25 kg (C),1,71280,"4,410.00"
2026,June,Agrabad Zone,Meat Masala 100gm (C),1,71280,"4,281.96"
2026,June,Agrabad Zone,Miniket 5 kg (T),1,71280,"1,800.00"
2026,June,Agrabad Zone,Mustard oil 1000 ML,2,71280,"37,146.00"
2026,June,Agrabad Zone,Mustard oil 200 ML,2,71280,"4,064.00"
2026,June,Agrabad Zone,Mustard oil 250 ML,3,71280,"10,112.00"
2026,June,Agrabad Zone,Mustard oil 500 ML,3,71280,"28,548.00"
2026,June,Agrabad Zone,Mustard oil 80 ML,3,71280,"15,847.00"
2026,June,Agrabad Zone,Premium katari Ghee Bhog 5 kg (T),3,71280,"22,275.00"
2026,June,Agrabad Zone,Red Lentil 1 kg,3,71280,"36,024.00"
2026,June,Agrabad Zone,Suji 500 g,3,71280,"100,555.00"
2026,June,Agrabad Zone,Tea LEAF 500 gm,1,71280,"1,980.00"
2026,June,Bagerhat Zone,Atta 1 kg,7,58320,"850,642.00"
2026,June,Bagerhat Zone,Atta 5 kg,2,58320,"27,360.00"
2026,June,Bagerhat Zone,Biryani Masala 40gm (C),3,58320,"14,750.00"
2026,June,Bagerhat Zone,Brown Atta 1 kg,7,58320,"128,081.00"
2026,June,Bagerhat Zone,Chinigura Premium 1 kg (T),7,58320,"478,550.00"
2026,June,Bagerhat Zone,Deshi Basmoti 5 Kg (T),4,58320,"45,570.00"
2026,June,Bagerhat Zone,Essential Miniket 10 kg(T),5,58320,"11,440.00"
2026,June,Bagerhat Zone,Essential Mustard Oil 16 Kg Tin,7,58320,"564,400.00"
2026,June,Bagerhat Zone,Essential Mustard Oil 8 Kg Tin,7,58320,"573,480.00"
2026,June,Bagerhat Zone,Essential Puffed Rice 400 Gm,3,58320,"9,180.00"
2026,June,Bagerhat Zone,Iodized Salt 1 kg,6,58320,"202,774.50"
2026,June,Bagerhat Zone,Iodized Salt 500gm,6,58320,"110,641.00"
2026,June,Bagerhat Zone,Katari Najir 10 kg (T),3,58320,"11,700.00"
2026,June,Bagerhat Zone,Katari Najir 5 kg (T),6,58320,"93,000.00"
2026,June,Bagerhat Zone,Lachcha Semai 200gm (C),6,58320,"48,868.00"
2026,June,Bagerhat Zone,Lentil Medium- 25 Kg (C),1,58320,"2,275.00"
2026,June,Bagerhat Zone,Lentil Small- 25 Kg (C),1,58320,"104,625.00"
2026,June,Bagerhat Zone,Maida 1 kg,7,58320,"138,521.00"
2026,June,Bagerhat Zone,Miniket 5 kg (T),7,58320,"80,545.00"
2026,June,Bagerhat Zone,Mustard Oil 5 Liter,4,58320,"32,900.00"
2026,June,Bagerhat Zone,Mustard Oil 8 Liter,1,58320,"22,260.00"
2026,June,Bagerhat Zone,Mustard oil 1000 ML,5,58320,"41,978.00"
2026,June,Bagerhat Zone,Mustard oil 200 ML,5,58320,"42,418.00"
2026,June,Bagerhat Zone,Mustard oil 250 ML,6,58320,"31,837.00"
2026,June,Bagerhat Zone,Mustard oil 500 ML,6,58320,"58,032.00"
2026,June,Bagerhat Zone,Mustard oil 80 ML,7,58320,"49,634.50"
2026,June,Bagerhat Zone,Premium Basmati 1 kg (T),6,58320,"36,750.00"
2026,June,Bagerhat Zone,Premium katari Ghee Bhog 5 kg (T),3,58320,"16,335.00"
2026,June,Bagerhat Zone,Red Lentil 1 kg,1,58320,"1,824.00"
2026,June,Bagerhat Zone,Roast Masala 35gm (C),2,58320,909.50
2026,June,Bagerhat Zone,Suji 200 g,6,58320,"32,480.00"
2026,June,Bagerhat Zone,Suji 500 g,7,58320,"78,725.00"
2026,June,Bagerhat Zone,Tea DUST 500 gm,2,58320,"5,265.00"
2026,June,Bagerhat Zone,Tea LEAF 500 gm,2,58320,"1,485.00"
2026,June,Barishal Zone,Atta 1 kg,9,190080,"1,175,919.00"
2026,June,Barishal Zone,Atta 2 kg,6,190080,"65,367.00"
2026,June,Barishal Zone,Atta 25 kg,2,190080,"12,000.00"
2026,June,Barishal Zone,Atta 5 kg,9,190080,"157,068.00"
2026,June,Barishal Zone,Biryani Masala 40gm (C),6,190080,"9,000.00"
2026,June,Barishal Zone,Brown Atta 1 kg,10,190080,"203,788.00"
2026,June,Barishal Zone,Chicken Masala 100gm (C),3,190080,"14,648.40"
2026,June,Barishal Zone,Chinigura Premium 1 kg (T),10,190080,"437,070.00"
2026,June,Barishal Zone,Deshi Basmoti 5 Kg (T),5,190080,"75,460.00"
2026,June,Barishal Zone,Essential Miniket 10 kg(T),1,190080,"3,520.00"
2026,June,Barishal Zone,Essential Mustard Oil 16 Kg Tin,10,190080,"965,600.00"
2026,June,Barishal Zone,Essential Mustard Oil 8 Kg Tin,8,190080,"187,620.00"
2026,June,Barishal Zone,Essential Puffed Rice 400 Gm,1,190080,54.00
2026,June,Barishal Zone,Essentials Chili Powder 5 Kg,2,190080,"22,200.00"
2026,June,Barishal Zone,Essentials Turmeric Powder 5 Kg,2,190080,"37,200.00"
2026,June,Barishal Zone,Iodized Salt 1 kg,9,190080,"265,995.00"
2026,June,Barishal Zone,Iodized Salt 500gm,6,190080,"24,121.00"
2026,June,Barishal Zone,Katari Najir 10 kg (T),1,190080,"1,800.00"
2026,June,Barishal Zone,Katari Najir 5 kg (T),8,190080,"116,250.00"
2026,June,Barishal Zone,Lachcha Semai 200gm (C),3,190080,"19,494.00"
2026,June,Barishal Zone,Lentil Medium- 25 Kg (C),1,190080,"27,300.00"
2026,June,Barishal Zone,Lentil Small- 25 Kg (C),1,190080,"4,650.00"
2026,June,Barishal Zone,Maida 1 kg,10,190080,"215,033.00"
2026,June,Barishal Zone,Maida 25 kg (C),8,190080,"2,265,430.00"
2026,June,Barishal Zone,Meat Masala 100gm (C),3,190080,"9,655.40"
2026,June,Barishal Zone,Miniket 25 kg (C),1,190080,"2,125.00"
2026,June,Barishal Zone,Miniket 5 kg (T),9,190080,"84,570.00"
2026,June,Barishal Zone,Mustard Oil 5 Liter,9,190080,"187,760.00"
2026,June,Barishal Zone,Mustard Oil 8 Liter,4,190080,"33,390.00"
2026,June,Barishal Zone,Mustard oil 1000 ML,8,190080,"47,716.00"
2026,June,Barishal Zone,Mustard oil 200 ML,9,190080,"71,183.50"
2026,June,Barishal Zone,Mustard oil 250 ML,1,190080,474.00
2026,June,Barishal Zone,Mustard oil 500 ML,8,190080,"52,260.00"
2026,June,Barishal Zone,Mustard oil 80 ML,10,190080,"65,349.00"
2026,June,Barishal Zone,Premium katari Ghee Bhog 5 kg (T),1,190080,"39,600.00"
2026,June,Barishal Zone,Roast Masala 35gm (C),4,190080,"10,700.00"
2026,June,Barishal Zone,Suji 500 g,10,190080,"161,860.00"
2026,June,Barishal Zone,Tea DUST 500 gm,5,190080,"38,025.00"
2026,June,Barishal Zone,Tea LEAF 500 gm,2,190080,"3,135.00"
2026,June,Bhola Zone,Atta 1 kg,6,43200,"607,160.00"
2026,June,Bhola Zone,Atta 25 kg,2,43200,"4,700.00"
2026,June,Bhola Zone,Atta 5 kg,4,43200,"9,418.00"
2026,June,Bhola Zone,Biryani Masala 40gm (C),6,43200,"6,450.00"
2026,June,Bhola Zone,Brown Atta 1 kg,6,43200,"76,635.00"
2026,June,Bhola Zone,Chicken Masala 100gm (C),2,43200,"2,278.64"
2026,June,Bhola Zone,Chinigura Premium 1 kg (T),6,43200,"183,770.00"
2026,June,Bhola Zone,Deshi Basmoti 5 Kg (T),1,43200,980.00
2026,June,Bhola Zone,Essential Miniket 10 kg(T),1,43200,"7,040.00"
